YEAR,MONTH,DAY,WEEKDAY,HOUR,TEAM1,TEAM2,STADIUM,LOCATION,WINNER
2018,07,6,4,18,한화,SK,문학,인천,SK
2018,07,5,3,18,삼성,KT,수원,수원,0
2018,07,5,3,18,SK,키움,고척,서울,키움
2018,07,5,3,18,두산,롯데,사직,부산,두산
2018,07,5,3,18,NC,LG,잠실,서울,NC
2018,07,5,3,18,한화,KIA,광주,광주,한화
2018,07,4,2,18,삼성,KT,수원,수원,KT
2018,07,4,2,18,SK,키움,고척,서울,키움
2018,07,4,2,18,두산,롯데,사직,부산,두산
2018,07,4,2,18,NC,LG,잠실,서울,LG
2018,07,4,2,18,한화,KIA,광주,광주,KIA
2018,07,3,1,18,SK,키움,고척,서울,SK
2018,07,3,1,18,NC,LG,잠실,서울,NC
2018,07,3,1,18,한화,KIA,광주,광주,KIA
2018,07,1,6,18,키움,삼성,대구,대구,키움
2017,07,30,6,18,삼성,키움,고척,서울,키움
2017,07,30,6,18,NC,KT,수원,수원,NC
2017,07,30,6,18,롯데,SK,문학,인천,롯데
2017,07,30,6,18,LG,한화,대전,대전,LG
2017,07,30,6,18,KIA,두산,잠실,서울,두산
2017,07,29,5,18,삼성,키움,고척,서울,키움
2017,07,29,5,18,NC,KT,수원,수원,KT
2017,07,29,5,18,롯데,SK,문학,인천,SK
2017,07,29,5,18,LG,한화,대전,대전,LG
2017,07,29,5,18,KIA,두산,잠실,서울,KIA
2017,07,28,4,18,삼성,키움,고척,서울,삼성
2017,07,28,4,18,NC,KT,수원,수원,NC
2017,07,28,4,18,롯데,SK,문학,인천,SK
2017,07,28,4,18,LG,한화,대전,대전,한화
2017,07,28,4,18,KIA,두산,잠실,서울,0
2017,07,27,3,18,키움,LG,잠실,서울,LG
2017,07,27,3,18,SK,KIA,광주,광주,KIA
2017,07,27,3,18,두산,KT,수원,수원,두산
2017,07,27,3,18,NC,삼성,대구,대구,NC
2017,07,27,3,18,한화,롯데,사직,부산,한화
2017,07,26,2,18,키움,LG,잠실,서울,LG
2017,07,26,2,18,SK,KIA,광주,광주,KIA
2017,07,26,2,18,두산,KT,수원,수원,두산
2017,07,26,2,18,NC,삼성,대구,대구,삼성
2017,07,26,2,18,한화,롯데,사직,부산,롯데
2017,07,25,1,18,키움,LG,잠실,서울,키움
2017,07,25,1,18,SK,KIA,광주,광주,KIA
2017,07,25,1,18,두산,KT,수원,수원,두산
2017,07,25,1,18,NC,삼성,대구,대구,삼성
2017,07,23,6,18,SK,NC,마산,창원,NC
2017,07,23,6,18,롯데,KIA,광주,광주,롯데
2017,07,23,6,18,LG,삼성,대구,대구,삼성
2017,07,23,6,18,KT,키움,고척,서울,키움
2017,07,23,6,18,한화,두산,잠실,서울,두산
2017,07,22,5,18,SK,NC,마산,창원,NC
2017,07,22,5,18,롯데,KIA,광주,광주,롯데
2017,07,22,5,18,KT,키움,고척,서울,KT
2017,07,22,5,18,한화,두산,잠실,서울,두산
2017,07,21,4,18,SK,NC,마산,창원,NC
2017,07,21,4,18,롯데,KIA,광주,광주,롯데
2017,07,21,4,18,LG,삼성,대구,대구,LG
2017,07,21,4,18,KT,키움,고척,서울,키움
2017,07,21,4,18,한화,두산,잠실,서울,두산
2017,07,20,3,18,삼성,롯데,울산,울산,0
2017,07,20,3,18,두산,SK,문학,인천,두산
2017,07,20,3,18,NC,한화,청주,청주,NC
2017,07,20,3,18,KT,LG,잠실,서울,LG
2017,07,20,3,18,KIA,키움,고척,서울,KIA
2017,07,19,2,18,삼성,롯데,울산,울산,삼성
2017,07,19,2,18,두산,SK,문학,인천,SK
2017,07,19,2,18,NC,한화,청주,청주,NC
2017,07,19,2,18,KT,LG,잠실,서울,LG
2017,07,19,2,18,KIA,키움,고척,서울,키움
2017,07,18,1,18,삼성,롯데,울산,울산,롯데
2017,07,18,1,18,두산,SK,문학,인천,두산
2017,07,18,1,18,NC,한화,청주,청주,NC
2017,07,18,1,18,KT,LG,잠실,서울,LG
2017,07,18,1,18,KIA,키움,고척,서울,KIA
2017,07,13,3,18,키움,두산,잠실,서울,두산
2017,07,13,3,18,삼성,KT,수원,수원,KT
2017,07,13,3,18,NC,KIA,광주,광주,KIA
2017,07,13,3,18,롯데,한화,대전,대전,한화
2017,07,13,3,18,LG,SK,문학,인천,LG
2017,07,12,2,18,키움,두산,잠실,서울,두산
2017,07,12,2,18,삼성,KT,수원,수원,삼성
2017,07,12,2,18,NC,KIA,광주,광주,KIA
2017,07,12,2,18,롯데,한화,대전,대전,롯데
2017,07,12,2,18,LG,SK,문학,인천,LG
2017,07,11,1,18,키움,두산,잠실,서울,키움
2017,07,11,1,18,삼성,KT,수원,수원,삼성
2017,07,11,1,18,NC,KIA,광주,광주,KIA
2017,07,11,1,18,롯데,한화,대전,대전,롯데
2017,07,11,1,18,LG,SK,문학,인천,SK
2017,07,9,6,18,키움,삼성,대구,대구,삼성
2017,07,9,6,18,SK,롯데,사직,부산,SK
2017,07,9,6,18,두산,NC,마산,창원,NC
2017,07,9,6,18,한화,LG,잠실,서울,LG
2017,07,8,5,18,키움,삼성,대구,대구,키움
2017,07,8,5,18,SK,롯데,사직,부산,롯데
2017,07,8,5,18,KIA,KT,수원,수원,KIA
2017,07,8,5,18,한화,LG,잠실,서울,한화
2017,07,7,4,18,키움,삼성,대구,대구,키움
2017,07,7,4,18,SK,롯데,사직,부산,SK
2017,07,7,4,18,두산,NC,마산,창원,두산
2017,07,6,3,18,롯데,삼성,포항,포항,롯데
2017,07,6,3,18,KIA,SK,문학,인천,KIA
2017,07,6,3,18,한화,키움,고척,서울,키움
2017,07,5,2,18,롯데,삼성,포항,포항,삼성
2017,07,5,2,18,LG,NC,마산,창원,LG
2017,07,5,2,18,KT,두산,잠실,서울,두산
2017,07,5,2,18,KIA,SK,문학,인천,SK
2017,07,5,2,18,한화,키움,고척,서울,키움
2017,07,4,1,18,롯데,삼성,포항,포항,삼성
2017,07,4,1,18,KT,두산,잠실,서울,두산
2017,07,4,1,18,KIA,SK,문학,인천,KIA
2017,07,4,1,18,한화,키움,고척,서울,키움
2017,07,2,6,18,키움,KT,수원,수원,키움
2017,07,2,6,18,삼성,SK,문학,인천,SK
2017,07,2,6,18,NC,롯데,사직,부산,롯데
2017,07,2,6,18,KIA,LG,잠실,서울,KIA
2017,07,1,5,18,삼성,SK,문학,인천,삼성
2017,07,1,5,18,두산,한화,대전,대전,한화
2017,07,1,5,18,NC,롯데,사직,부산,롯데
2017,07,1,5,18,KIA,LG,잠실,서울,KIA
2019,06,30,6,17,키움,한화,대전,대전,키움
2019,06,30,6,17,SK,삼성,대구,대구,SK
2019,06,30,6,17,롯데,두산,잠실,서울,롯데
2019,06,30,6,17,LG,NC,창원,창원,NC
2019,06,30,6,17,KIA,KT,수원,수원,KT
2019,06,29,5,17,롯데,두산,잠실,서울,롯데
2019,06,29,5,17,KIA,KT,수원,수원,KT
2019,06,28,4,19,LG,NC,창원,창원,LG
2019,06,28,4,18,키움,한화,대전,대전,키움
2019,06,28,4,18,SK,삼성,대구,대구,삼성
2019,06,28,4,18,롯데,두산,잠실,서울,두산
2019,06,28,4,18,KIA,KT,수원,수원,KT
2019,06,27,3,18,SK,LG,잠실,서울,LG
2019,06,27,3,18,두산,삼성,포항,포항,두산
2019,06,27,3,18,KT,롯데,사직,부산,KT
2019,06,27,3,18,KIA,키움,고척,서울,키움
2019,06,27,3,18,한화,NC,창원,창원,NC
2019,06,26,2,18,SK,LG,잠실,서울,SK
2019,06,26,2,18,KIA,키움,고척,서울,KIA
2019,06,25,1,18,SK,LG,잠실,서울,SK
2019,06,25,1,18,두산,삼성,포항,포항,삼성
2019,06,25,1,18,KT,롯데,사직,부산,0
2019,06,25,1,18,KIA,키움,고척,서울,키움
2019,06,25,1,18,한화,NC,창원,창원,한화
2019,06,23,6,17,키움,롯데,사직,부산,롯데
2019,06,23,6,17,삼성,한화,대전,대전,삼성
2019,06,23,6,17,두산,SK,문학,인천,SK
2019,06,23,6,17,NC,KT,수원,수원,KT
2019,06,23,6,17,KIA,LG,잠실,서울,KIA
2019,06,22,5,17,키움,롯데,사직,부산,롯데
2019,06,22,5,17,삼성,한화,대전,대전,한화
2019,06,22,5,17,두산,SK,문학,인천,SK
2019,06,22,5,17,NC,KT,수원,수원,NC
2019,06,22,5,17,KIA,LG,잠실,서울,KIA
2019,06,21,4,19,키움,롯데,사직,부산,키움
2019,06,21,4,18,삼성,한화,대전,대전,삼성
2019,06,21,4,18,두산,SK,문학,인천,SK
2019,06,21,4,18,NC,KT,수원,수원,KT
2019,06,21,4,18,KIA,LG,잠실,서울,LG
2019,06,20,3,18,SK,KIA,광주,광주,KIA
2019,06,20,3,18,NC,두산,잠실,서울,두산
2019,06,20,3,18,롯데,한화,대전,대전,한화
2019,06,20,3,18,LG,삼성,대구,대구,LG
2019,06,20,3,18,KT,키움,고척,서울,키움
2019,06,19,2,18,SK,KIA,광주,광주,SK
2019,06,19,2,18,NC,두산,잠실,서울,두산
2019,06,19,2,18,롯데,한화,대전,대전,롯데
2019,06,19,2,18,LG,삼성,대구,대구,LG
2019,06,19,2,18,KT,키움,고척,서울,키움
2019,06,18,1,18,SK,KIA,광주,광주,KIA
2019,06,18,1,18,NC,두산,잠실,서울,두산
2019,06,18,1,18,롯데,한화,대전,대전,롯데
2019,06,18,1,18,LG,삼성,대구,대구,삼성
2019,06,18,1,18,KT,키움,고척,서울,키움
2019,06,16,6,17,NC,SK,문학,인천,SK
2019,06,16,6,17,LG,두산,잠실,서울,두산
2019,06,16,6,17,KT,삼성,대구,대구,KT
2019,06,16,6,17,KIA,롯데,사직,부산,롯데
2019,06,16,6,17,한화,키움,고척,서울,키움
2019,06,15,5,17,NC,SK,문학,인천,SK
2019,06,15,5,17,LG,두산,잠실,서울,LG
2019,06,15,5,17,KT,삼성,대구,대구,KT
2019,06,15,5,17,KIA,롯데,사직,부산,롯데
2019,06,15,5,17,한화,키움,고척,서울,키움
2019,06,14,4,18,NC,SK,문학,인천,SK
2019,06,14,4,18,LG,두산,잠실,서울,두산
2019,06,14,4,18,KT,삼성,대구,대구,삼성
2019,06,14,4,18,한화,키움,고척,서울,키움
2019,06,13,3,18,키움,NC,창원,창원,NC
2019,06,13,3,18,삼성,KIA,광주,광주,KIA
2019,06,13,3,18,SK,KT,수원,수원,KT
2019,06,13,3,18,두산,한화,대전,대전,두산
2019,06,13,3,18,롯데,LG,잠실,서울,LG
2019,06,12,2,18,키움,NC,창원,창원,키움
2019,06,12,2,18,삼성,KIA,광주,광주,KIA
2019,06,12,2,18,SK,KT,수원,수원,SK
2019,06,12,2,18,두산,한화,대전,대전,두산
2019,06,12,2,18,롯데,LG,잠실,서울,LG
2019,06,11,1,18,키움,NC,창원,창원,키움
2019,06,11,1,18,삼성,KIA,광주,광주,KIA
2019,06,11,1,18,SK,KT,수원,수원,SK
2019,06,11,1,18,두산,한화,대전,대전,한화
2019,06,11,1,18,롯데,LG,잠실,서울,0
2019,06,9,6,17,키움,두산,잠실,서울,키움
2019,06,9,6,17,삼성,SK,문학,인천,삼성
2019,06,9,6,17,롯데,KT,수원,수원,KT
2019,06,9,6,17,LG,한화,대전,대전,LG
2019,06,9,6,17,KIA,NC,창원,창원,NC
2019,06,8,5,17,키움,두산,잠실,서울,키움
2019,06,8,5,17,삼성,SK,문학,인천,SK
2019,06,8,5,17,롯데,KT,수원,수원,KT
2019,06,8,5,17,LG,한화,대전,대전,LG
2019,06,8,5,17,KIA,NC,창원,창원,NC
2019,06,7,4,19,KIA,NC,창원,창원,NC
2019,06,7,4,18,키움,두산,잠실,서울,두산
2019,06,7,4,18,삼성,SK,문학,인천,SK
2019,06,7,4,18,롯데,KT,수원,수원,KT
2019,06,7,4,18,LG,한화,대전,대전,한화
2019,06,6,3,17,SK,키움,고척,서울,키움
2019,06,6,3,17,NC,삼성,대구,대구,삼성
2019,06,6,3,14,두산,KIA,광주,광주,KIA
2019,06,6,3,14,KT,LG,잠실,서울,LG
2019,06,6,3,14,한화,롯데,울산,울산,한화
2019,06,5,2,18,SK,키움,고척,서울,SK
2019,06,5,2,18,두산,KIA,광주,광주,두산
2019,06,5,2,18,NC,삼성,대구,대구,삼성
2019,06,5,2,18,KT,LG,잠실,서울,LG
2019,06,5,2,18,한화,롯데,울산,울산,한화
2019,06,4,1,18,SK,키움,고척,서울,SK
2019,06,4,1,18,두산,KIA,광주,광주,두산
2019,06,4,1,18,NC,삼성,대구,대구,삼성
2019,06,4,1,18,KT,LG,잠실,서울,LG
2019,06,4,1,18,한화,롯데,울산,울산,롯데
2019,06,2,6,17,키움,KIA,광주,광주,키움
2019,06,2,6,17,삼성,롯데,사직,부산,삼성
2019,06,2,6,17,두산,KT,수원,수원,두산
2019,06,2,6,17,NC,LG,잠실,서울,NC
2019,06,2,6,17,한화,SK,문학,인천,SK
2019,06,1,5,17,키움,KIA,광주,광주,키움
2019,06,1,5,17,삼성,롯데,사직,부산,롯데
2019,06,1,5,17,두산,KT,수원,수원,KT
2019,06,1,5,17,NC,LG,잠실,서울,LG
2019,06,1,5,17,한화,SK,문학,인천,한화
2018,06,30,5,17,NC,KT,수원,수원,KT
2018,06,30,5,17,롯데,한화,대전,대전,한화
2018,06,30,5,17,LG,SK,문학,인천,SK
2018,06,30,5,17,KIA,두산,잠실,서울,두산
2018,06,29,4,18,키움,삼성,대구,대구,키움
2018,06,29,4,18,NC,KT,수원,수원,KT
2018,06,29,4,18,롯데,한화,대전,대전,한화
2018,06,29,4,18,LG,SK,문학,인천,SK
2018,06,29,4,18,KIA,두산,잠실,서울,KIA
2018,06,28,3,18,키움,롯데,사직,부산,롯데
2018,06,28,3,18,삼성,한화,대전,대전,한화
2018,06,28,3,18,두산,NC,마산,창원,두산
2018,06,27,2,18,키움,롯데,사직,부산,롯데
2018,06,27,2,18,삼성,한화,대전,대전,한화
2018,06,27,2,18,두산,NC,마산,창원,두산
2018,06,27,2,18,KT,LG,잠실,서울,LG
2018,06,27,2,18,KIA,SK,문학,인천,SK
2018,06,26,1,18,키움,롯데,사직,부산,키움
2018,06,26,1,18,삼성,한화,대전,대전,삼성
2018,06,26,1,18,두산,NC,마산,창원,NC
2018,06,24,6,17,SK,KT,수원,수원,KT
2018,06,24,6,17,두산,삼성,대구,대구,두산
2018,06,24,6,17,롯데,LG,잠실,서울,0
2018,06,24,6,17,KIA,키움,고척,서울,KIA
2018,06,24,6,17,한화,NC,마산,창원,한화
2018,06,23,5,17,SK,KT,수원,수원,SK
2018,06,23,5,17,두산,삼성,대구,대구,두산
2018,06,23,5,17,롯데,LG,잠실,서울,LG
2018,06,23,5,17,KIA,키움,고척,서울,키움
2018,06,23,5,17,한화,NC,마산,창원,한화
2018,06,22,4,18,SK,KT,수원,수원,SK
2018,06,22,4,18,두산,삼성,대구,대구,삼성
2018,06,22,4,18,롯데,LG,잠실,서울,LG
2018,06,22,4,18,KIA,키움,고척,서울,KIA
2018,06,22,4,18,한화,NC,마산,창원,한화
2018,06,21,3,18,키움,두산,잠실,서울,두산
2018,06,21,3,18,SK,삼성,대구,대구,SK
2018,06,21,3,18,NC,KIA,광주,광주,NC
2018,06,21,3,18,롯데,KT,수원,수원,0
2018,06,21,3,18,LG,한화,청주,청주,한화
2018,06,20,2,18,키움,두산,잠실,서울,키움
2018,06,20,2,18,SK,삼성,대구,대구,삼성
2018,06,20,2,18,NC,KIA,광주,광주,KIA
2018,06,20,2,18,롯데,KT,수원,수원,롯데
2018,06,20,2,18,LG,한화,청주,청주,한화
2018,06,19,1,18,키움,두산,잠실,서울,키움
2018,06,19,1,18,SK,삼성,대구,대구,0
2018,06,19,1,18,롯데,KT,수원,수원,롯데
2018,06,19,1,18,LG,한화,청주,청주,LG
2018,06,17,6,17,삼성,키움,고척,서울,키움
2018,06,17,6,17,두산,한화,대전,대전,한화
2018,06,17,6,17,롯데,SK,문학,인천,롯데
2018,06,17,6,17,KT,NC,마산,창원,KT
2018,06,17,6,17,KIA,LG,잠실,서울,LG
2018,06,16,5,17,삼성,키움,고척,서울,키움
2018,06,16,5,17,두산,한화,대전,대전,두산
2018,06,16,5,17,롯데,SK,문학,인천,롯데
2018,06,16,5,17,KT,NC,마산,창원,NC
2018,06,16,5,17,KIA,LG,잠실,서울,LG
2018,06,15,4,18,삼성,키움,고척,서울,키움
2018,06,15,4,18,두산,한화,대전,대전,두산
2018,06,15,4,18,롯데,SK,문학,인천,롯데
2018,06,15,4,18,KT,NC,마산,창원,NC
2018,06,15,4,18,KIA,LG,잠실,서울,LG
2018,06,14,3,18,삼성,롯데,사직,부산,삼성
2018,06,14,3,18,SK,KIA,광주,광주,SK
2018,06,14,3,18,LG,NC,마산,창원,NC
2018,06,14,3,18,KT,두산,잠실,서울,두산
2018,06,14,3,18,한화,키움,고척,서울,한화
2018,06,13,2,18,삼성,롯데,사직,부산,롯데
2018,06,13,2,18,SK,KIA,광주,광주,SK
2018,06,13,2,18,LG,NC,마산,창원,NC
2018,06,13,2,18,KT,두산,잠실,서울,두산
2018,06,13,2,18,한화,키움,고척,서울,키움
2018,06,12,1,18,삼성,롯데,사직,부산,삼성
2018,06,12,1,18,SK,KIA,광주,광주,KIA
2018,06,12,1,18,LG,NC,마산,창원,NC
2018,06,12,1,18,KT,두산,잠실,서울,두산
2018,06,12,1,18,한화,키움,고척,서울,한화
2018,06,10,6,17,키움,KT,수원,수원,키움
2018,06,10,6,17,SK,한화,대전,대전,한화
2018,06,10,6,17,NC,두산,잠실,서울,두산
2018,06,10,6,17,LG,삼성,대구,대구,삼성
2018,06,9,5,17,키움,KT,수원,수원,KT
2018,06,9,5,17,SK,한화,대전,대전,SK
2018,06,9,5,17,NC,두산,잠실,서울,두산
2018,06,9,5,17,LG,삼성,대구,대구,LG
2018,06,9,5,17,KIA,롯데,사직,부산,KIA
2018,06,8,4,18,키움,KT,수원,수원,키움
2018,06,8,4,18,SK,한화,대전,대전,한화
2018,06,8,4,18,NC,두산,잠실,서울,두산
2018,06,8,4,18,LG,삼성,대구,대구,LG
2018,06,8,4,18,KIA,롯데,사직,부산,롯데
2018,06,7,3,18,삼성,SK,문학,인천,삼성
2018,06,7,3,18,두산,키움,고척,서울,두산
2018,06,7,3,18,롯데,NC,마산,창원,NC
2018,06,7,3,18,KIA,KT,수원,수원,KIA
2018,06,7,3,18,한화,LG,잠실,서울,LG
2018,06,6,2,17,삼성,SK,문학,인천,SK
2018,06,6,2,17,롯데,NC,마산,창원,롯데
2018,06,6,2,14,두산,키움,고척,서울,두산
2018,06,6,2,14,KIA,KT,수원,수원,KIA
2018,06,6,2,14,한화,LG,잠실,서울,한화
2018,06,5,1,18,삼성,SK,문학,인천,SK
2018,06,5,1,18,두산,키움,고척,서울,키움
2018,06,5,1,18,롯데,NC,마산,창원,롯데
2018,06,5,1,18,KIA,KT,수원,수원,KIA
2018,06,5,1,18,한화,LG,잠실,서울,LG
2018,06,3,6,17,키움,LG,잠실,서울,LG
2018,06,3,6,17,삼성,NC,마산,창원,삼성
2018,06,3,6,17,두산,KIA,광주,광주,KIA
2018,06,3,6,17,KT,SK,문학,인천,KT
2018,06,3,6,17,한화,롯데,사직,부산,롯데
2018,06,2,5,17,키움,LG,잠실,서울,LG
2018,06,2,5,17,삼성,NC,마산,창원,삼성
2018,06,2,5,17,두산,KIA,광주,광주,두산
2018,06,2,5,17,KT,SK,문학,인천,SK
2018,06,2,5,17,한화,롯데,사직,부산,한화
2018,06,1,4,18,키움,LG,잠실,서울,LG
2018,06,1,4,18,삼성,NC,마산,창원,삼성
2018,06,1,4,18,두산,KIA,광주,광주,두산
2018,06,1,4,18,KT,SK,문학,인천,SK
2018,06,1,4,18,한화,롯데,사직,부산,한화
2017,06,30,4,18,키움,KT,수원,수원,키움
2017,06,30,4,18,삼성,SK,문학,인천,SK
2017,06,30,4,18,두산,한화,대전,대전,한화
2017,06,30,4,18,NC,롯데,사직,부산,롯데
2017,06,30,4,18,KIA,LG,잠실,서울,KIA
2017,06,29,3,18,삼성,KIA,광주,광주,KIA
2017,06,29,3,18,SK,두산,잠실,서울,두산
2017,06,29,3,18,KT,한화,청주,청주,한화
2017,06,28,2,18,키움,NC,마산,창원,NC
2017,06,28,2,18,삼성,KIA,광주,광주,KIA
2017,06,28,2,18,SK,두산,잠실,서울,SK
2017,06,28,2,18,LG,롯데,사직,부산,0
2017,06,28,2,18,KT,한화,청주,청주,KT
2017,06,27,1,18,키움,NC,마산,창원,NC
2017,06,27,1,18,삼성,KIA,광주,광주,KIA
2017,06,27,1,18,SK,두산,잠실,서울,SK
2017,06,27,1,18,LG,롯데,사직,부산,롯데
2017,06,27,1,18,KT,한화,청주,청주,한화
2017,06,25,6,17,롯데,두산,잠실,서울,롯데
2017,06,25,6,17,LG,키움,고척,서울,키움
2017,06,25,6,17,KT,SK,문학,인천,SK
2017,06,25,6,17,KIA,NC,마산,창원,NC
2017,06,25,6,17,한화,삼성,대구,대구,0
2017,06,24,5,17,롯데,두산,잠실,서울,롯데
2017,06,24,5,17,LG,키움,고척,서울,LG
2017,06,24,5,17,KT,SK,문학,인천,SK
2017,06,24,5,17,KIA,NC,마산,창원,NC
2017,06,24,5,17,한화,삼성,대구,대구,삼성
2017,06,23,4,18,롯데,두산,잠실,서울,두산
2017,06,23,4,18,LG,키움,고척,서울,키움
2017,06,23,4,18,KT,SK,문학,인천,SK
2017,06,23,4,18,KIA,NC,마산,창원,NC
2017,06,23,4,18,한화,삼성,대구,대구,삼성
2017,06,22,3,18,키움,한화,대전,대전,한화
2017,06,22,3,18,삼성,LG,잠실,서울,삼성
2017,06,22,3,18,두산,KIA,광주,광주,KIA
2017,06,22,3,18,NC,SK,문학,인천,SK
2017,06,22,3,18,롯데,KT,수원,수원,KT
2017,06,21,2,18,키움,한화,대전,대전,키움
2017,06,21,2,18,삼성,LG,잠실,서울,삼성
2017,06,21,2,18,두산,KIA,광주,광주,KIA
2017,06,21,2,18,NC,SK,문학,인천,NC
2017,06,21,2,18,롯데,KT,수원,수원,롯데
