YEAR,MONTH,DAY,WEEKDAY,HOUR,TEAM1,TEAM2,STADIUM,LOCATION,WINNER
2017,06,20,1,18,키움,한화,대전,대전,한화
2017,06,20,1,18,삼성,LG,잠실,서울,LG
2017,06,20,1,18,NC,SK,문학,인천,SK
2017,06,20,1,18,롯데,KT,수원,수원,롯데
2017,06,18,6,17,SK,삼성,대구,대구,삼성
2017,06,18,6,17,NC,두산,잠실,서울,두산
2017,06,18,6,17,롯데,키움,고척,서울,키움
2017,06,18,6,17,LG,KIA,광주,광주,LG
2017,06,18,6,17,한화,KT,수원,수원,한화
2017,06,17,5,17,SK,삼성,대구,대구,SK
2017,06,17,5,17,NC,두산,잠실,서울,두산
2017,06,17,5,17,롯데,키움,고척,서울,키움
2017,06,17,5,17,LG,KIA,광주,광주,KIA
2017,06,17,5,17,한화,KT,수원,수원,한화
2017,06,16,4,18,SK,삼성,대구,대구,SK
2017,06,16,4,18,NC,두산,잠실,서울,NC
2017,06,16,4,18,롯데,키움,고척,서울,키움
2017,06,16,4,18,LG,KIA,광주,광주,LG
2017,06,16,4,18,한화,KT,수원,수원,한화
2017,06,15,3,18,NC,키움,고척,서울,NC
2017,06,15,3,18,LG,두산,잠실,서울,LG
2017,06,15,3,18,KT,삼성,포항,포항,삼성
2017,06,15,3,18,KIA,롯데,사직,부산,KIA
2017,06,15,3,18,한화,SK,문학,인천,SK
2017,06,14,2,18,NC,키움,고척,서울,키움
2017,06,14,2,18,LG,두산,잠실,서울,LG
2017,06,14,2,18,KT,삼성,포항,포항,KT
2017,06,14,2,18,KIA,롯데,사직,부산,KIA
2017,06,14,2,18,한화,SK,문학,인천,SK
2017,06,13,1,18,NC,키움,고척,서울,NC
2017,06,13,1,18,LG,두산,잠실,서울,두산
2017,06,13,1,18,KT,삼성,포항,포항,삼성
2017,06,13,1,18,KIA,롯데,사직,부산,KIA
2017,06,13,1,18,한화,SK,문학,인천,한화
2017,06,11,6,17,키움,KIA,광주,광주,KIA
2017,06,11,6,17,삼성,한화,대전,대전,삼성
2017,06,11,6,17,SK,LG,잠실,서울,LG
2017,06,11,6,17,두산,롯데,울산,울산,롯데
2017,06,11,6,17,KT,NC,마산,창원,NC
2017,06,10,5,17,키움,KIA,광주,광주,키움
2017,06,10,5,17,삼성,한화,대전,대전,한화
2017,06,10,5,17,SK,LG,잠실,서울,SK
2017,06,10,5,17,두산,롯데,울산,울산,롯데
2017,06,10,5,17,KT,NC,마산,창원,NC
2017,06,9,4,18,키움,KIA,광주,광주,키움
2017,06,9,4,18,삼성,한화,대전,대전,삼성
2017,06,9,4,18,SK,LG,잠실,서울,LG
2017,06,9,4,18,두산,롯데,울산,울산,두산
2017,06,9,4,18,KT,NC,마산,창원,NC
2017,06,8,3,18,키움,SK,문학,인천,키움
2017,06,8,3,18,삼성,두산,잠실,서울,두산
2017,06,8,3,18,롯데,NC,마산,창원,NC
2017,06,8,3,18,LG,KT,수원,수원,LG
2017,06,8,3,18,한화,KIA,광주,광주,KIA
2017,06,7,2,18,키움,SK,문학,인천,키움
2017,06,7,2,18,삼성,두산,잠실,서울,두산
2017,06,7,2,18,롯데,NC,마산,창원,NC
2017,06,7,2,18,LG,KT,수원,수원,LG
2017,06,7,2,18,한화,KIA,광주,광주,KIA
2017,06,6,1,17,롯데,NC,마산,창원,롯데
2017,06,6,1,14,키움,SK,문학,인천,SK
2017,06,6,1,14,삼성,두산,잠실,서울,삼성
2017,06,4,6,17,SK,한화,대전,대전,SK
2017,06,4,6,17,두산,키움,고척,서울,두산
2017,06,4,6,17,NC,LG,잠실,서울,NC
2017,06,4,6,17,KT,롯데,사직,부산,롯데
2017,06,4,6,17,KIA,삼성,대구,대구,KIA
2017,06,3,5,17,SK,한화,대전,대전,SK
2017,06,3,5,17,두산,키움,고척,서울,키움
2017,06,3,5,17,NC,LG,잠실,서울,NC
2017,06,3,5,17,KT,롯데,사직,부산,KT
2017,06,3,5,17,KIA,삼성,대구,대구,삼성
2017,06,2,4,18,SK,한화,대전,대전,한화
2017,06,2,4,18,두산,키움,고척,서울,두산
2017,06,2,4,18,NC,LG,잠실,서울,NC
2017,06,2,4,18,KT,롯데,사직,부산,KT
2017,06,2,4,18,KIA,삼성,대구,대구,삼성
2017,06,1,3,18,키움,LG,잠실,서울,LG
2017,06,1,3,18,SK,KT,수원,수원,SK
2017,06,1,3,18,두산,한화,대전,대전,두산
2017,06,1,3,18,롯데,삼성,대구,대구,삼성
2017,06,1,3,18,KIA,NC,마산,창원,NC
2019,05,31,4,18,키움,KIA,광주,광주,KIA
2019,05,31,4,18,삼성,롯데,사직,부산,롯데
2019,05,31,4,18,두산,KT,수원,수원,KT
2019,05,31,4,18,NC,LG,잠실,서울,LG
2019,05,31,4,18,한화,SK,문학,인천,SK
2019,05,30,3,18,삼성,두산,잠실,서울,삼성
2019,05,30,3,18,롯데,NC,창원,창원,롯데
2019,05,30,3,18,LG,키움,고척,서울,LG
2019,05,30,3,18,KT,SK,문학,인천,SK
2019,05,30,3,18,KIA,한화,대전,대전,KIA
2019,05,29,2,18,삼성,두산,잠실,서울,두산
2019,05,29,2,18,롯데,NC,창원,창원,NC
2019,05,29,2,18,LG,키움,고척,서울,LG
2019,05,29,2,18,KT,SK,문학,인천,KT
2019,05,29,2,18,KIA,한화,대전,대전,KIA
2019,05,28,1,18,삼성,두산,잠실,서울,두산
2019,05,28,1,18,롯데,NC,창원,창원,롯데
2019,05,28,1,18,LG,키움,고척,서울,키움
2019,05,28,1,18,KT,SK,문학,인천,SK
2019,05,28,1,18,KIA,한화,대전,대전,한화
2019,05,26,6,14,키움,삼성,대구,대구,삼성
2019,05,26,6,14,SK,NC,창원,창원,SK
2019,05,26,6,14,LG,롯데,사직,부산,LG
2019,05,26,6,14,KT,KIA,광주,광주,KIA
2019,05,26,6,14,한화,두산,잠실,서울,두산
2019,05,25,5,17,키움,삼성,대구,대구,삼성
2019,05,25,5,17,SK,NC,창원,창원,NC
2019,05,25,5,17,LG,롯데,사직,부산,LG
2019,05,25,5,17,KT,KIA,광주,광주,KIA
2019,05,25,5,17,한화,두산,잠실,서울,두산
2019,05,24,4,19,SK,NC,창원,창원,SK
2019,05,24,4,18,키움,삼성,대구,대구,키움
2019,05,24,4,18,LG,롯데,사직,부산,롯데
2019,05,24,4,18,KT,KIA,광주,광주,KIA
2019,05,24,4,18,한화,두산,잠실,서울,한화
2019,05,23,3,18,SK,LG,잠실,서울,LG
2019,05,23,3,18,두산,KT,수원,수원,KT
2019,05,23,3,18,NC,키움,고척,서울,NC
2019,05,23,3,18,롯데,KIA,광주,광주,KIA
2019,05,23,3,18,한화,삼성,대구,대구,삼성
2019,05,22,2,18,SK,LG,잠실,서울,SK
2019,05,22,2,18,두산,KT,수원,수원,KT
2019,05,22,2,18,NC,키움,고척,서울,키움
2019,05,22,2,18,롯데,KIA,광주,광주,KIA
2019,05,22,2,18,한화,삼성,대구,대구,삼성
2019,05,21,1,18,SK,LG,잠실,서울,SK
2019,05,21,1,18,두산,KT,수원,수원,KT
2019,05,21,1,18,NC,키움,고척,서울,NC
2019,05,21,1,18,롯데,KIA,광주,광주,KIA
2019,05,21,1,18,한화,삼성,대구,대구,삼성
2019,05,19,6,14,롯데,키움,고척,서울,키움
2019,05,19,6,14,KIA,한화,대전,대전,KIA
2019,05,18,5,17,삼성,KT,수원,수원,KT
2019,05,18,5,17,두산,SK,문학,인천,두산
2019,05,18,5,17,NC,LG,잠실,서울,NC
2019,05,18,5,17,롯데,키움,고척,서울,키움
2019,05,18,5,17,KIA,한화,대전,대전,한화
2019,05,17,4,18,삼성,KT,수원,수원,삼성
2019,05,17,4,18,두산,SK,문학,인천,두산
2019,05,17,4,18,NC,LG,잠실,서울,NC
2019,05,17,4,18,롯데,키움,고척,서울,키움
2019,05,17,4,18,KIA,한화,대전,대전,KIA
2019,05,16,3,18,키움,한화,대전,대전,한화
2019,05,16,3,18,삼성,두산,잠실,서울,두산
2019,05,16,3,18,SK,NC,창원,창원,NC
2019,05,16,3,18,LG,롯데,사직,부산,LG
2019,05,16,3,18,KT,KIA,광주,광주,KT
2019,05,15,2,18,키움,한화,대전,대전,한화
2019,05,15,2,18,삼성,두산,잠실,서울,두산
2019,05,15,2,18,SK,NC,창원,창원,SK
2019,05,15,2,18,LG,롯데,사직,부산,롯데
2019,05,15,2,18,KT,KIA,광주,광주,KT
2019,05,14,1,18,키움,한화,대전,대전,한화
2019,05,14,1,18,삼성,두산,잠실,서울,삼성
2019,05,14,1,18,SK,NC,창원,창원,NC
2019,05,14,1,18,LG,롯데,사직,부산,롯데
2019,05,14,1,18,KT,KIA,광주,광주,KT
2019,05,12,6,14,키움,KT,수원,수원,KT
2019,05,12,6,14,SK,KIA,광주,광주,SK
2019,05,12,6,14,두산,NC,창원,창원,두산
2019,05,12,6,14,롯데,삼성,대구,대구,롯데
2019,05,12,6,14,한화,LG,잠실,서울,LG
2019,05,11,5,17,키움,KT,수원,수원,키움
2019,05,11,5,17,SK,KIA,광주,광주,SK
2019,05,11,5,17,두산,NC,창원,창원,두산
2019,05,11,5,17,롯데,삼성,대구,대구,삼성
2019,05,11,5,17,한화,LG,잠실,서울,LG
2019,05,10,4,19,두산,NC,창원,창원,NC
2019,05,10,4,18,키움,KT,수원,수원,KT
2019,05,10,4,18,SK,KIA,광주,광주,SK
2019,05,10,4,18,롯데,삼성,대구,대구,롯데
2019,05,10,4,18,한화,LG,잠실,서울,한화
2019,05,9,3,18,NC,삼성,대구,대구,삼성
2019,05,9,3,18,롯데,KT,수원,수원,롯데
2019,05,9,3,18,LG,키움,고척,서울,키움
2019,05,9,3,18,KIA,두산,잠실,서울,KIA
2019,05,9,3,18,한화,SK,문학,인천,한화
2019,05,8,2,18,NC,삼성,대구,대구,삼성
2019,05,8,2,18,롯데,KT,수원,수원,KT
2019,05,8,2,18,LG,키움,고척,서울,키움
2019,05,8,2,18,KIA,두산,잠실,서울,두산
2019,05,8,2,18,한화,SK,문학,인천,SK
2019,05,7,1,18,NC,삼성,대구,대구,삼성
2019,05,7,1,18,롯데,KT,수원,수원,KT
2019,05,7,1,18,LG,키움,고척,서울,LG
2019,05,7,1,18,KIA,두산,잠실,서울,두산
2019,05,7,1,18,한화,SK,문학,인천,SK
2019,05,5,6,14,삼성,키움,고척,서울,키움
2019,05,5,6,14,SK,롯데,사직,부산,SK
2019,05,5,6,14,LG,두산,잠실,서울,두산
2019,05,5,6,14,KT,한화,대전,대전,한화
2019,05,5,6,14,KIA,NC,창원,창원,NC
2019,05,4,5,17,KT,한화,대전,대전,한화
2019,05,4,5,17,KIA,NC,창원,창원,NC
2019,05,4,5,14,삼성,키움,고척,서울,삼성
2019,05,4,5,14,SK,롯데,사직,부산,SK
2019,05,4,5,14,LG,두산,잠실,서울,두산
2019,05,3,4,19,KIA,NC,창원,창원,KIA
2019,05,3,4,18,삼성,키움,고척,서울,키움
2019,05,3,4,18,SK,롯데,사직,부산,SK
2019,05,3,4,18,LG,두산,잠실,서울,두산
2019,05,3,4,18,KT,한화,대전,대전,KT
2019,05,2,3,18,키움,SK,문학,인천,키움
2019,05,2,3,18,삼성,KIA,광주,광주,KIA
2019,05,2,3,18,두산,한화,대전,대전,두산
2019,05,2,3,18,NC,롯데,사직,부산,NC
2019,05,2,3,18,KT,LG,잠실,서울,LG
2019,05,1,2,18,키움,SK,문학,인천,SK
2019,05,1,2,18,삼성,KIA,광주,광주,삼성
2019,05,1,2,18,두산,한화,대전,대전,한화
2019,05,1,2,18,NC,롯데,사직,부산,NC
2019,05,1,2,18,KT,LG,잠실,서울,LG
2018,05,31,3,18,키움,KIA,광주,광주,KIA
2018,05,31,3,18,SK,두산,잠실,서울,두산
2018,05,31,3,18,NC,한화,대전,대전,NC
2018,05,31,3,18,LG,롯데,사직,부산,LG
2018,05,31,3,18,KT,삼성,대구,대구,삼성
2018,05,30,2,18,키움,KIA,광주,광주,키움
2018,05,30,2,18,SK,두산,잠실,서울,두산
2018,05,30,2,18,NC,한화,대전,대전,한화
2018,05,30,2,18,LG,롯데,사직,부산,LG
2018,05,30,2,18,KT,삼성,대구,대구,삼성
2018,05,29,1,18,키움,KIA,광주,광주,키움
2018,05,29,1,18,NC,한화,대전,대전,한화
2018,05,29,1,18,LG,롯데,사직,부산,LG
2018,05,29,1,18,KT,삼성,대구,대구,KT
2018,05,27,6,14,삼성,두산,잠실,서울,두산
2018,05,27,6,14,롯데,키움,고척,서울,롯데
2018,05,27,6,14,LG,KT,수원,수원,KT
2018,05,27,6,14,KIA,NC,마산,창원,KIA
2018,05,27,6,14,한화,SK,문학,인천,한화
2018,05,26,5,17,삼성,두산,잠실,서울,두산
2018,05,26,5,17,롯데,키움,고척,서울,키움
2018,05,26,5,17,LG,KT,수원,수원,LG
2018,05,26,5,17,KIA,NC,마산,창원,NC
2018,05,26,5,17,한화,SK,문학,인천,SK
2018,05,25,4,18,삼성,두산,잠실,서울,삼성
2018,05,25,4,18,롯데,키움,고척,서울,키움
2018,05,25,4,18,LG,KT,수원,수원,KT
2018,05,25,4,18,KIA,NC,마산,창원,KIA
2018,05,25,4,18,한화,SK,문학,인천,SK
2018,05,24,3,18,키움,SK,문학,인천,SK
2018,05,24,3,18,두산,한화,대전,대전,두산
2018,05,24,3,18,NC,LG,잠실,서울,LG
2018,05,24,3,18,롯데,삼성,대구,대구,삼성
2018,05,24,3,18,KT,KIA,광주,광주,KT
2018,05,23,2,18,키움,SK,문학,인천,SK
2018,05,23,2,18,두산,한화,대전,대전,한화
2018,05,23,2,18,NC,LG,잠실,서울,LG
2018,05,23,2,18,롯데,삼성,대구,대구,삼성
2018,05,23,2,18,KT,KIA,광주,광주,KT
2018,05,22,1,14,키움,SK,문학,인천,키움
2018,05,22,1,14,두산,한화,대전,대전,한화
2018,05,22,1,14,NC,LG,잠실,서울,LG
2018,05,22,1,14,롯데,삼성,대구,대구,삼성
2018,05,22,1,14,KT,KIA,광주,광주,KIA
2018,05,20,6,14,삼성,키움,고척,서울,삼성
2018,05,20,6,14,SK,KIA,광주,광주,KIA
2018,05,20,6,14,두산,롯데,사직,부산,두산
2018,05,20,6,14,NC,KT,수원,수원,KT
2018,05,20,6,14,한화,LG,잠실,서울,LG
2018,05,19,5,17,삼성,키움,고척,서울,키움
2018,05,19,5,17,SK,KIA,광주,광주,KIA
2018,05,19,5,17,두산,롯데,사직,부산,롯데
2018,05,19,5,17,NC,KT,수원,수원,KT
2018,05,19,5,17,한화,LG,잠실,서울,한화
2018,05,18,4,18,삼성,키움,고척,서울,삼성
2018,05,18,4,18,SK,KIA,광주,광주,KIA
2018,05,18,4,18,두산,롯데,사직,부산,두산
2018,05,18,4,18,NC,KT,수원,수원,NC
2018,05,18,4,18,한화,LG,잠실,서울,한화
2018,05,17,3,18,롯데,NC,마산,창원,롯데
2018,05,17,3,18,LG,삼성,포항,포항,LG
2018,05,17,3,18,KT,한화,대전,대전,한화
2018,05,17,3,18,KIA,키움,고척,서울,키움
2018,05,16,2,18,SK,두산,잠실,서울,두산
2018,05,16,2,18,LG,삼성,포항,포항,LG
2018,05,16,2,18,KT,한화,대전,대전,한화
2018,05,16,2,18,KIA,키움,고척,서울,키움
2018,05,15,1,18,SK,두산,잠실,서울,두산
2018,05,15,1,18,롯데,NC,마산,창원,롯데
2018,05,15,1,18,LG,삼성,포항,포항,삼성
2018,05,15,1,18,KT,한화,대전,대전,KT
2018,05,15,1,18,KIA,키움,고척,서울,KIA
2018,05,13,6,14,키움,두산,잠실,서울,키움
2018,05,13,6,14,NC,한화,대전,대전,한화
2018,05,13,6,14,LG,SK,문학,인천,SK
2018,05,13,6,14,KT,롯데,사직,부산,롯데
2018,05,13,6,14,KIA,삼성,대구,대구,KIA
2018,05,11,4,18,키움,두산,잠실,서울,키움
2018,05,11,4,18,NC,한화,대전,대전,NC
2018,05,11,4,18,LG,SK,문학,인천,LG
2018,05,11,4,18,KT,롯데,사직,부산,롯데
2018,05,11,4,18,KIA,삼성,대구,대구,삼성
2018,05,10,3,18,삼성,KT,수원,수원,KT
2018,05,10,3,18,SK,NC,마산,창원,SK
2018,05,10,3,18,두산,KIA,광주,광주,KIA
2018,05,10,3,18,롯데,LG,잠실,서울,롯데
2018,05,10,3,18,한화,키움,고척,서울,한화
2018,05,9,2,18,삼성,KT,수원,수원,삼성
2018,05,9,2,18,SK,NC,마산,창원,SK
2018,05,9,2,18,두산,KIA,광주,광주,두산
2018,05,9,2,18,롯데,LG,잠실,서울,LG
2018,05,9,2,18,한화,키움,고척,서울,한화
2018,05,8,1,18,삼성,KT,수원,수원,삼성
2018,05,8,1,18,SK,NC,마산,창원,NC
2018,05,8,1,18,두산,KIA,광주,광주,KIA
2018,05,8,1,18,롯데,LG,잠실,서울,롯데
2018,05,8,1,18,한화,키움,고척,서울,한화
2018,05,6,6,14,두산,LG,잠실,서울,두산
2018,05,6,6,14,NC,KIA,광주,광주,KIA
2018,05,5,5,14,키움,KT,수원,수원,키움
2018,05,5,5,14,두산,LG,잠실,서울,두산
2018,05,5,5,14,NC,KIA,광주,광주,KIA
2018,05,5,5,14,롯데,SK,문학,인천,롯데
2018,05,5,5,14,한화,삼성,대구,대구,삼성
2018,05,4,4,18,키움,KT,수원,수원,키움
2018,05,4,4,18,두산,LG,잠실,서울,두산
2018,05,4,4,18,NC,KIA,광주,광주,NC
2018,05,4,4,18,롯데,SK,문학,인천,SK
2018,05,4,4,18,한화,삼성,대구,대구,한화
2018,05,3,3,18,키움,NC,마산,창원,키움
2018,05,3,3,18,SK,삼성,대구,대구,삼성
2018,05,3,3,18,LG,한화,대전,대전,한화
2018,05,3,3,18,KT,두산,잠실,서울,KT
2018,05,3,3,18,KIA,롯데,사직,부산,롯데
2018,05,2,2,18,키움,NC,마산,창원,NC
2018,05,2,2,18,SK,삼성,대구,대구,SK
2018,05,2,2,18,LG,한화,대전,대전,한화
2018,05,2,2,18,KIA,롯데,사직,부산,KIA
2018,05,1,1,18,키움,NC,마산,창원,키움
2018,05,1,1,18,SK,삼성,대구,대구,SK
2018,05,1,1,18,LG,한화,대전,대전,한화
2018,05,1,1,18,KT,두산,잠실,서울,두산
2018,05,1,1,18,KIA,롯데,사직,부산,롯데
2017,05,31,2,18,키움,LG,잠실,서울,LG
2017,05,31,2,18,SK,KT,수원,수원,SK
2017,05,31,2,18,두산,한화,대전,대전,한화
2017,05,31,2,18,롯데,삼성,대구,대구,삼성
2017,05,31,2,18,KIA,NC,마산,창원,KIA
2017,05,30,1,18,키움,LG,잠실,서울,키움
2017,05,30,1,18,SK,KT,수원,수원,SK
2017,05,30,1,18,두산,한화,대전,대전,한화
2017,05,30,1,18,롯데,삼성,대구,대구,롯데
2017,05,30,1,18,KIA,NC,마산,창원,KIA
2017,05,28,6,14,삼성,키움,고척,서울,삼성
2017,05,28,6,14,롯데,KIA,광주,광주,KIA
2017,05,28,6,14,LG,SK,문학,인천,SK
2017,05,28,6,14,KT,두산,잠실,서울,두산
2017,05,28,6,14,한화,NC,마산,창원,한화
2017,05,27,5,17,삼성,키움,고척,서울,키움
2017,05,27,5,17,롯데,KIA,광주,광주,KIA
2017,05,27,5,17,LG,SK,문학,인천,SK
2017,05,27,5,17,KT,두산,잠실,서울,두산
2017,05,27,5,17,한화,NC,마산,창원,한화
2017,05,26,4,18,삼성,키움,고척,서울,키움
2017,05,26,4,18,롯데,KIA,광주,광주,롯데
2017,05,26,4,18,LG,SK,문학,인천,SK
2017,05,26,4,18,KT,두산,잠실,서울,KT
2017,05,26,4,18,한화,NC,마산,창원,NC
2017,05,25,3,18,SK,롯데,사직,부산,롯데
2017,05,25,3,18,두산,LG,잠실,서울,두산
2017,05,25,3,18,NC,키움,고척,서울,NC
2017,05,25,3,18,KT,삼성,대구,대구,삼성
2017,05,25,3,18,KIA,한화,대전,대전,KIA
2017,05,24,2,18,SK,롯데,사직,부산,롯데
2017,05,24,2,18,두산,LG,잠실,서울,두산
2017,05,24,2,18,NC,키움,고척,서울,NC
2017,05,24,2,18,KT,삼성,대구,대구,KT
2017,05,24,2,18,KIA,한화,대전,대전,KIA
2017,05,23,1,18,SK,롯데,사직,부산,롯데
2017,05,23,1,18,NC,키움,고척,서울,NC
2017,05,23,1,18,KT,삼성,대구,대구,KT
2017,05,23,1,18,KIA,한화,대전,대전,KIA
2017,05,21,6,14,키움,KT,수원,수원,KT
2017,05,21,6,14,삼성,한화,대전,대전,삼성
2017,05,21,6,14,SK,NC,마산,창원,SK
2017,05,21,6,14,두산,KIA,광주,광주,두산
2017,05,21,6,14,롯데,LG,잠실,서울,LG
2017,05,20,5,17,키움,KT,수원,수원,키움
2017,05,20,5,17,삼성,한화,대전,대전,삼성
2017,05,20,5,17,SK,NC,마산,창원,NC
2017,05,20,5,17,두산,KIA,광주,광주,두산
2017,05,20,5,17,롯데,LG,잠실,서울,LG
2017,05,19,4,18,키움,KT,수원,수원,키움
2017,05,19,4,18,삼성,한화,대전,대전,삼성
2017,05,19,4,18,SK,NC,마산,창원,SK
2017,05,19,4,18,두산,KIA,광주,광주,두산
2017,05,19,4,18,롯데,LG,잠실,서울,롯데
2017,05,18,3,18,삼성,SK,문학,인천,SK
2017,05,18,3,18,NC,두산,잠실,서울,두산
2017,05,18,3,18,LG,KIA,광주,광주,KIA
2017,05,18,3,18,KT,롯데,사직,부산,롯데
2017,05,18,3,18,한화,키움,고척,서울,키움
2017,05,17,2,18,삼성,SK,문학,인천,삼성
2017,05,17,2,18,NC,두산,잠실,서울,NC
2017,05,17,2,18,LG,KIA,광주,광주,KIA
2017,05,17,2,18,KT,롯데,사직,부산,롯데
2017,05,17,2,18,한화,키움,고척,서울,한화
2017,05,16,1,18,삼성,SK,문학,인천,삼성
2017,05,16,1,18,NC,두산,잠실,서울,NC
2017,05,16,1,18,LG,KIA,광주,광주,KIA
2017,05,16,1,18,KT,롯데,사직,부산,롯데
2017,05,16,1,18,한화,키움,고척,서울,키움
2017,05,14,6,14,키움,삼성,대구,대구,키움
