YEAR,MONTH,DAY,WEEKDAY,HOUR,TEAM1,TEAM2,STADIUM,LOCATION,WINNER,TEMPERATURE,RAINFALL,WINDSPEED,HUMLDITY
2019,6,8,5,17,삼성,SK,문학,인천,SK,23,0,2,55
2019,6,8,5,17,롯데,KT,수원,수원,KT,23,0,4,60
2019,6,8,5,17,LG,한화,대전,대전,LG,26,0,1,58
2019,6,8,5,17,KIA,NC,창원,창원,NC,20,0,3,72
2019,6,7,4,19,KIA,NC,창원,창원,NC,19,0,0,88
2019,6,7,4,18,키움,두산,잠실,서울,두산,24,0,1,52
2019,6,7,4,18,삼성,SK,문학,인천,SK,23,0,5,54
2019,6,7,4,18,롯데,KT,수원,수원,KT,24,0,3,58
2019,6,7,4,18,LG,한화,대전,대전,한화,20,0,0,93
2019,6,6,3,17,SK,키움,고척,서울,키움,22,0,2,79
2019,6,6,3,17,NC,삼성,대구,대구,삼성,28,0,3,48
2019,6,6,3,14,두산,KIA,광주,광주,KIA,25,0,3,70
2019,6,6,3,14,KT,LG,잠실,서울,LG,25,0,1,58
2019,6,5,2,18,SK,키움,고척,서울,SK,25,0,2,55
2019,6,5,2,18,KT,LG,잠실,서울,LG,25,0,2,55
2019,6,5,2,18,두산,KIA,광주,광주,두산,28,0,1,54
2019,6,5,2,18,NC,삼성,대구,대구,삼성,34,0,1,17
2019,6,4,1,18,SK,키움,고척,서울,SK,26,0,2,50
2019,6,4,1,18,KT,LG,잠실,서울,LG,26,0,2,50
2019,6,4,1,18,두산,KIA,광주,광주,두산,27,0,1,48
2019,6,4,1,18,NC,삼성,대구,대구,삼성,32,0,2,25
2019,6,2,6,17,키움,KIA,광주,광주,키움,26,0,2,36
2019,6,2,6,17,삼성,롯데,사직,부산,삼성,22,0,3,44
2019,6,2,6,17,두산,KT,수원,수원,두산,26,0,2,25
2019,6,2,6,17,NC,LG,잠실,서울,NC,26,0,3,24
2019,6,2,6,17,한화,SK,문학,인천,SK,23,0,3,33
2019,6,1,5,17,키움,KIA,광주,광주,키움,23,0,1,55
2019,6,1,5,17,삼성,롯데,사직,부산,롯데,21,0,3,49
2019,6,1,5,17,두산,KT,수원,수원,KT,23,0,2,55
2019,6,1,5,17,NC,LG,잠실,서울,LG,23,0,3,45
2019,6,1,5,17,한화,SK,문학,인천,한화,18,0,3,60
2018,6,30,5,17,NC,KT,수원,수원,KT,28,0,3,73
2018,6,30,5,17,롯데,한화,대전,대전,한화,23,2,1,98
2018,6,30,5,17,LG,SK,문학,인천,SK,27,0,2,69
2018,6,30,5,17,KIA,두산,잠실,서울,두산,27,0,2,75
2018,6,29,4,18,키움,삼성,대구,대구,키움,28,0,1,64
2018,6,29,4,18,NC,KT,수원,수원,KT,26,0,1,76
2018,6,29,4,18,롯데,한화,대전,대전,한화,30,0,1,60
2018,6,29,4,18,LG,SK,문학,인천,SK,24,0,2,78
2018,6,29,4,18,KIA,두산,잠실,서울,KIA,28,0,1,60
2018,6,28,3,18,키움,롯데,사직,부산,롯데,21,0,3,98
2018,6,28,3,18,삼성,한화,대전,대전,한화,24,0,2,84
2018,6,28,3,18,두산,NC,마산,창원,두산,21,0,0,98
2018,6,27,2,18,키움,롯데,사직,부산,롯데,23,0,7,91
2018,6,27,2,18,삼성,한화,대전,대전,한화,28,0,2,69
2018,6,27,2,18,두산,NC,마산,창원,두산,24,0,1,95
2018,6,27,2,18,KT,LG,잠실,서울,LG,25,0,1,69
2018,6,27,2,18,KIA,SK,문학,인천,SK,22,0,2,81
2018,6,26,1,18,키움,롯데,사직,부산,키움,23,0,11,93
2018,6,26,1,18,삼성,한화,대전,대전,삼성,26,0,4,90
2018,6,26,1,18,두산,NC,마산,창원,NC,24,0,2,97
2018,6,24,6,17,SK,KT,수원,수원,KT,30,0,3,42
2018,6,24,6,17,두산,삼성,대구,대구,두산,34,0,3,22
2018,6,24,6,17,롯데,LG,잠실,서울,0,30,0,2,34
2018,6,24,6,17,KIA,키움,고척,서울,KIA,30,0,2,34
2018,6,24,6,17,한화,NC,마산,창원,한화,30,0,2,51
2018,6,23,5,17,SK,KT,수원,수원,SK,27,0,2,58
2018,6,23,5,17,두산,삼성,대구,대구,두산,31,0,2,30
2018,6,23,5,17,롯데,LG,잠실,서울,LG,28,0,3,49
2018,6,23,5,17,KIA,키움,고척,서울,키움,28,0,3,49
2018,6,23,5,17,한화,NC,마산,창원,한화,26,0,3,61
2018,6,22,4,18,SK,KT,수원,수원,SK,27,0,4,36
2018,6,22,4,18,두산,삼성,대구,대구,삼성,29,0,2,31
2018,6,22,4,18,롯데,LG,잠실,서울,LG,29,0,3,27
2018,6,22,4,18,KIA,키움,고척,서울,KIA,29,0,3,27
2018,6,22,4,18,한화,NC,마산,창원,한화,24,0,0,52
2018,6,21,3,18,키움,두산,잠실,서울,두산,27,0,3,43
2018,6,21,3,18,SK,삼성,대구,대구,SK,29,0,3,26
2018,6,21,3,18,NC,KIA,광주,광주,NC,28,0,1,27
2018,6,21,3,18,롯데,KT,수원,수원,0,26,0,3,47
2018,6,20,2,18,키움,두산,잠실,서울,키움,27,0,3,55
2018,6,20,2,18,SK,삼성,대구,대구,삼성,28,0,3,35
2018,6,20,2,18,NC,KIA,광주,광주,KIA,26,0,1,66
2018,6,20,2,18,롯데,KT,수원,수원,롯데,24,0,4,66
2018,6,19,1,18,키움,두산,잠실,서울,키움,24,0,2,57
2018,6,19,1,18,SK,삼성,대구,대구,0,24,0,2,68
2018,6,19,1,18,롯데,KT,수원,수원,롯데,23,0,2,63
2018,6,17,6,17,삼성,키움,고척,서울,키움,25,0,3,58
2018,6,17,6,17,KIA,LG,잠실,서울,LG,25,0,3,58
2018,6,17,6,17,두산,한화,대전,대전,한화,29,0,1,48
2018,6,17,6,17,롯데,SK,문학,인천,롯데,22,0,3,70
2018,6,17,6,17,KT,NC,마산,창원,KT,24,0,1,63
2018,6,16,5,17,삼성,키움,고척,서울,키움,28,0,2,43
2018,6,16,5,17,KIA,LG,잠실,서울,LG,28,0,2,43
2018,6,16,5,17,두산,한화,대전,대전,두산,28,0,2,39
2018,6,16,5,17,롯데,SK,문학,인천,롯데,24,0,3,54
2018,6,16,5,17,KT,NC,마산,창원,NC,22,0,3,63
2018,6,15,4,18,삼성,키움,고척,서울,키움,25,0,1,44
2018,6,15,4,18,KIA,LG,잠실,서울,LG,25,0,1,44
2018,6,15,4,18,두산,한화,대전,대전,두산,24,0,5,47
2018,6,15,4,18,롯데,SK,문학,인천,롯데,23,0,1,65
2018,6,15,4,18,KT,NC,마산,창원,NC,21,0,4,56
2018,6,14,3,18,삼성,롯데,사직,부산,삼성,20,0,3,66
2018,6,14,3,18,SK,KIA,광주,광주,SK,25,0,3,54
2018,6,14,3,18,LG,NC,마산,창원,NC,22,0,2,69
2018,6,14,3,18,KT,두산,잠실,서울,두산,24,0,1,61
2018,6,14,3,18,한화,키움,고척,서울,한화,24,0,1,61
2018,6,13,2,18,삼성,롯데,사직,부산,롯데,20,0,2,75
2018,6,13,2,18,SK,KIA,광주,광주,SK,25,0,3,61
2018,6,13,2,18,LG,NC,마산,창원,NC,19,0,3,80
2018,6,13,2,18,KT,두산,잠실,서울,두산,23,0,3,63
2018,6,13,2,18,한화,키움,고척,서울,키움,23,0,3,63
2018,6,12,1,18,삼성,롯데,사직,부산,삼성,18,0,2,77
2018,6,12,1,18,SK,KIA,광주,광주,KIA,23,0,1,64
2018,6,12,1,18,LG,NC,마산,창원,NC,18,0,3,80
2018,6,12,1,18,KT,두산,잠실,서울,두산,24,0,3,53
2018,6,12,1,18,한화,키움,고척,서울,한화,24,0,3,53
2018,6,10,6,17,키움,KT,수원,수원,키움,24,0,2,51
2018,6,10,6,17,SK,한화,대전,대전,한화,23,0,3,62
2018,6,10,6,17,NC,두산,잠실,서울,두산,24,0,1,52
2018,6,10,6,17,LG,삼성,대구,대구,삼성,20,0,5,63
2018,6,9,5,17,키움,KT,수원,수원,KT,27,0,3,46
2018,6,9,5,17,SK,한화,대전,대전,SK,25,0,4,58
2018,6,9,5,17,NC,두산,잠실,서울,두산,28,0,2,39
2018,6,9,5,17,LG,삼성,대구,대구,LG,21,0,6,53
2018,6,9,5,17,KIA,롯데,사직,부산,KIA,23,0,4,60
2018,6,8,4,18,키움,KT,수원,수원,키움,23,0,3,64
2018,6,8,4,18,SK,한화,대전,대전,한화,25,0,1,63
2018,6,8,4,18,NC,두산,잠실,서울,두산,26,0,2,54
2018,6,8,4,18,LG,삼성,대구,대구,LG,29,0,2,39
2018,6,8,4,18,KIA,롯데,사직,부산,롯데,23,0,2,77
2018,6,7,3,18,삼성,SK,문학,인천,삼성,22,0,2,74
2018,6,7,3,18,두산,키움,고척,서울,두산,25,0,2,57
2018,6,7,3,18,한화,LG,잠실,서울,LG,25,0,2,57
2018,6,7,3,18,롯데,NC,마산,창원,NC,25,0,2,73
2018,6,7,3,18,KIA,KT,수원,수원,KIA,23,0,2,65
2018,6,6,2,17,삼성,SK,문학,인천,SK,23,0,2,69
2018,6,6,2,17,롯데,NC,마산,창원,롯데,24,0,2,66
2018,6,6,2,14,두산,키움,고척,서울,두산,27,0,3,50
2018,6,6,2,14,한화,LG,잠실,서울,한화,27,0,3,50
2018,6,6,2,14,KIA,KT,수원,수원,KIA,27,0,3,61
2018,6,5,1,18,삼성,SK,문학,인천,SK,24,0,3,48
2018,6,5,1,18,두산,키움,고척,서울,키움,27,0,2,40
2018,6,5,1,18,한화,LG,잠실,서울,LG,27,0,2,40
2018,6,5,1,18,롯데,NC,마산,창원,롯데,20,0,1,87
2018,6,5,1,18,KIA,KT,수원,수원,KIA,25,0,3,48
2018,6,3,6,17,키움,LG,잠실,서울,LG,29,0,4,29
2018,6,3,6,17,삼성,NC,마산,창원,삼성,25,0,2,55
2018,6,3,6,17,두산,KIA,광주,광주,KIA,29,0,3,40
2018,6,3,6,17,KT,SK,문학,인천,KT,28,0,2,27
2018,6,3,6,17,한화,롯데,사직,부산,롯데,23,0,5,65
2018,6,2,5,17,키움,LG,잠실,서울,LG,28,0,2,22
2018,6,2,5,17,삼성,NC,마산,창원,삼성,27,0,2,57
2018,6,2,5,17,두산,KIA,광주,광주,두산,31,0,1,26
2018,6,2,5,17,KT,SK,문학,인천,SK,24,0,3,47
2018,6,2,5,17,한화,롯데,사직,부산,한화,24,0,3,63
2018,6,1,4,18,키움,LG,잠실,서울,LG,28,0,3,36
2018,6,1,4,18,삼성,NC,마산,창원,삼성,22,0,3,47
2018,6,1,4,18,두산,KIA,광주,광주,두산,28,0,2,34
2018,6,1,4,18,KT,SK,문학,인천,SK,23,0,2,49
2018,6,1,4,18,한화,롯데,사직,부산,한화,22,0,2,59
2017,6,30,4,18,키움,KT,수원,수원,키움,26,0,2,62
2017,6,30,4,18,삼성,SK,문학,인천,SK,25,0,2,69
2017,6,30,4,18,두산,한화,대전,대전,한화,29,0,1,64
2017,6,30,4,18,NC,롯데,사직,부산,롯데,25,0,5,80
2017,6,30,4,18,KIA,LG,잠실,서울,KIA,27,0,3,52
2017,6,29,3,18,삼성,KIA,광주,광주,KIA,27,0,2,63
2017,6,29,3,18,SK,두산,잠실,서울,두산,29,0,4,49
2017,6,28,2,18,키움,NC,마산,창원,NC,24,0,2,77
2017,6,28,2,18,삼성,KIA,광주,광주,KIA,27,0,3,75
2017,6,28,2,18,SK,두산,잠실,서울,SK,28,0,3,54
2017,6,28,2,18,LG,롯데,사직,부산,0,24,0,3,80
2017,6,27,1,18,키움,NC,마산,창원,NC,23,0,2,80
2017,6,27,1,18,삼성,KIA,광주,광주,KIA,26,0,3,70
2017,6,27,1,18,SK,두산,잠실,서울,SK,27,0,3,65
2017,6,27,1,18,LG,롯데,사직,부산,롯데,23,0,1,73
2017,6,25,6,17,롯데,두산,잠실,서울,롯데,24,0,2,81
2017,6,25,6,17,LG,키움,고척,서울,키움,24,0,2,81
2017,6,25,6,17,KT,SK,문학,인천,SK,27,0,4,48
2017,6,25,6,17,KIA,NC,마산,창원,NC,24,0,4,82
2017,6,25,6,17,한화,삼성,대구,대구,0,25,0,2,73
2017,6,24,5,17,롯데,두산,잠실,서울,롯데,24,0,0,70
2017,6,24,5,17,LG,키움,고척,서울,LG,24,0,0,70
2017,6,24,5,17,KT,SK,문학,인천,SK,22,0,1,55
2017,6,24,5,17,KIA,NC,마산,창원,NC,24,0,2,84
2017,6,24,5,17,한화,삼성,대구,대구,삼성,29,0,1,41
2017,6,23,4,18,롯데,두산,잠실,서울,두산,29,0,5,44
2017,6,23,4,18,LG,키움,고척,서울,키움,29,0,5,44
2017,6,23,4,18,KT,SK,문학,인천,SK,26,0,3,57
2017,6,23,4,18,KIA,NC,마산,창원,NC,24,0,2,70
2017,6,23,4,18,한화,삼성,대구,대구,삼성,30,0,2,40
2017,6,22,3,18,키움,한화,대전,대전,한화,31,0,1,35
2017,6,22,3,18,삼성,LG,잠실,서울,삼성,29,0,4,38
2017,6,22,3,18,두산,KIA,광주,광주,KIA,29,0,2,57
2017,6,22,3,18,NC,SK,문학,인천,SK,25,0,4,64
2017,6,22,3,18,롯데,KT,수원,수원,KT,27,0,3,43
2017,6,21,2,18,키움,한화,대전,대전,키움,27,0,2,57
2017,6,21,2,18,삼성,LG,잠실,서울,삼성,27,0,5,49
2017,6,21,2,18,두산,KIA,광주,광주,KIA,25,0,1,68
2017,6,21,2,18,NC,SK,문학,인천,NC,23,0,4,68
2017,6,21,2,18,롯데,KT,수원,수원,롯데,25,0,4,56
2017,6,20,1,18,키움,한화,대전,대전,한화,29,0,1,37
2017,6,20,1,18,삼성,LG,잠실,서울,LG,27,0,3,41
2017,6,20,1,18,NC,SK,문학,인천,SK,24,0,2,42
2017,6,20,1,18,롯데,KT,수원,수원,롯데,27,0,3,43
2017,6,18,6,17,SK,삼성,대구,대구,삼성,34,0,1,23
2017,6,18,6,17,NC,두산,잠실,서울,두산,29,0,3,31
2017,6,18,6,17,롯데,키움,고척,서울,키움,29,0,3,31
2017,6,18,6,17,LG,KIA,광주,광주,LG,31,0,2,37
2017,6,18,6,17,한화,KT,수원,수원,한화,28,0,4,35
2017,6,17,5,17,SK,삼성,대구,대구,SK,31,0,1,31
2017,6,17,5,17,NC,두산,잠실,서울,두산,27,0,4,41
2017,6,17,5,17,롯데,키움,고척,서울,키움,27,0,4,41
2017,6,17,5,17,LG,KIA,광주,광주,KIA,30,0,2,45
2017,6,17,5,17,한화,KT,수원,수원,한화,26,0,3,42
2017,6,16,4,18,SK,삼성,대구,대구,SK,24,0,5,54
2017,6,16,4,18,NC,두산,잠실,서울,NC,29,0,3,49
2017,6,16,4,18,롯데,키움,고척,서울,키움,29,0,3,49
2017,6,16,4,18,LG,KIA,광주,광주,LG,30,0,1,37
2017,6,16,4,18,한화,KT,수원,수원,한화,27,0,2,52
2017,6,15,3,18,NC,키움,고척,서울,NC,27,0,3,45
2017,6,15,3,18,LG,두산,잠실,서울,LG,27,0,3,45
2017,6,15,3,18,KIA,롯데,사직,부산,KIA,24,0,0,58
2017,6,15,3,18,한화,SK,문학,인천,SK,21,0,4,73
2017,6,14,2,18,NC,키움,고척,서울,키움,25,0,4,46
2017,6,14,2,18,LG,두산,잠실,서울,LG,25,0,4,46
2017,6,14,2,18,KIA,롯데,사직,부산,KIA,21,0,3,71
2017,6,14,2,18,한화,SK,문학,인천,SK,21,0,3,75
2017,6,13,1,18,NC,키움,고척,서울,NC,22,0,4,61
2017,6,13,1,18,LG,두산,잠실,서울,두산,22,0,4,61
2017,6,13,1,18,KIA,롯데,사직,부산,KIA,19,0,1,72
2017,6,13,1,18,한화,SK,문학,인천,한화,20,0,5,74
2017,6,11,6,17,키움,KIA,광주,광주,KIA,27,0,2,42
2017,6,11,6,17,삼성,한화,대전,대전,삼성,29,0,1,26
2017,6,11,6,17,SK,LG,잠실,서울,LG,29,0,3,23
2017,6,11,6,17,KT,NC,마산,창원,NC,22,0,3,50
2017,6,10,5,17,키움,KIA,광주,광주,키움,26,0,3,72
2017,6,10,5,17,삼성,한화,대전,대전,한화,26,0,1,50
2017,6,10,5,17,SK,LG,잠실,서울,SK,27,0,3,16
2017,6,10,5,17,KT,NC,마산,창원,NC,23,0,2,81
2017,6,9,4,18,키움,KIA,광주,광주,키움,27,0,4,34
2017,6,9,4,18,삼성,한화,대전,대전,삼성,25,0,2,36
2017,6,9,4,18,SK,LG,잠실,서울,LG,23,0,4,62
2017,6,9,4,18,KT,NC,마산,창원,NC,24,0,3,59
2017,6,8,3,18,키움,SK,문학,인천,키움,19,0,4,71
2017,6,8,3,18,삼성,두산,잠실,서울,두산,23,0,4,51
2017,6,8,3,18,롯데,NC,마산,창원,NC,28,0,0,27
2017,6,8,3,18,LG,KT,수원,수원,LG,22,0,2,69
2017,6,8,3,18,한화,KIA,광주,광주,KIA,25,0,1,54
2017,6,7,2,18,키움,SK,문학,인천,키움,19,0,4,78
2017,6,7,2,18,삼성,두산,잠실,서울,두산,18,0,3,81
2017,6,7,2,18,롯데,NC,마산,창원,NC,22,0,1,82
2017,6,7,2,18,LG,KT,수원,수원,LG,18,0,3,92
2017,6,7,2,18,한화,KIA,광주,광주,KIA,17,0,1,94
2017,6,6,1,17,롯데,NC,마산,창원,롯데,17,1,1,86
2017,6,6,1,14,키움,SK,문학,인천,SK,22,0,3,44
2017,6,6,1,14,삼성,두산,잠실,서울,삼성,23,0,1,38
2017,6,4,6,17,SK,한화,대전,대전,SK,27,0,1,27
2017,6,4,6,17,두산,키움,고척,서울,두산,26,0,5,25
2017,6,4,6,17,NC,LG,잠실,서울,NC,26,0,5,25
2017,6,4,6,17,KT,롯데,사직,부산,롯데,22,0,3,39
2017,6,4,6,17,KIA,삼성,대구,대구,KIA,27,0,1,23
2017,6,3,5,17,SK,한화,대전,대전,SK,25,0,2,28
2017,6,3,5,17,두산,키움,고척,서울,키움,24,0,5,32
2017,6,3,5,17,NC,LG,잠실,서울,NC,24,0,5,32
2017,6,3,5,17,KT,롯데,사직,부산,KT,22,0,2,50
2017,6,3,5,17,KIA,삼성,대구,대구,삼성,26,0,2,27
2017,6,2,4,18,SK,한화,대전,대전,한화,25,0,3,25
2017,6,2,4,18,두산,키움,고척,서울,두산,23,0,4,32
2017,6,2,4,18,NC,LG,잠실,서울,NC,23,0,4,32
2017,6,2,4,18,KT,롯데,사직,부산,KT,18,0,2,69
2017,6,2,4,18,KIA,삼성,대구,대구,삼성,22,0,5,44
2017,6,1,3,18,키움,LG,잠실,서울,LG,26,0,4,32
2017,6,1,3,18,SK,KT,수원,수원,SK,22,0,4,57
2017,6,1,3,18,두산,한화,대전,대전,두산,25,0,3,55
2017,6,1,3,18,롯데,삼성,대구,대구,삼성,28,0,3,35
2017,6,1,3,18,KIA,NC,마산,창원,NC,25,0,2,70
2019,5,31,4,18,키움,KIA,광주,광주,KIA,21,0,2,56
2019,5,31,4,18,삼성,롯데,사직,부산,롯데,19,0,6,58
2019,5,31,4,18,두산,KT,수원,수원,KT,20,0,3,49
2019,5,31,4,18,NC,LG,잠실,서울,LG,21,0,3,44
2019,5,31,4,18,한화,SK,문학,인천,SK,19,0,4,53
2019,5,30,3,18,삼성,두산,잠실,서울,삼성,21,0,2,50
2019,5,30,3,18,LG,키움,고척,서울,LG,21,0,2,50
2019,5,30,3,18,롯데,NC,창원,창원,롯데,23,0,0,40
2019,5,30,3,18,KT,SK,문학,인천,SK,18,0,4,65
2019,5,30,3,18,KIA,한화,대전,대전,KIA,22,0,3,35
2019,5,29,2,18,삼성,두산,잠실,서울,두산,24,0,3,30
2019,5,29,2,18,LG,키움,고척,서울,LG,24,0,3,30
2019,5,29,2,18,롯데,NC,창원,창원,NC,27,0,1,26
2019,5,29,2,18,KT,SK,문학,인천,KT,21,0,4,45
2019,5,29,2,18,KIA,한화,대전,대전,KIA,26,0,2,24
2019,5,28,1,18,삼성,두산,잠실,서울,두산,23,0,2,22
2019,5,28,1,18,LG,키움,고척,서울,키움,23,0,2,22
2019,5,28,1,18,롯데,NC,창원,창원,롯데,19,0,2,54
2019,5,28,1,18,KT,SK,문학,인천,SK,19,0,4,48
2019,5,28,1,18,KIA,한화,대전,대전,한화,23,0,2,39
2019,5,26,6,14,키움,삼성,대구,대구,삼성,33,0,2,17
2019,5,26,6,14,SK,NC,창원,창원,SK,27,0,4,22
2019,5,26,6,14,LG,롯데,사직,부산,LG,24,0,5,53
2019,5,26,6,14,KT,KIA,광주,광주,KIA,26,0,5,29
2019,5,26,6,14,한화,두산,잠실,서울,두산,30,0,3,24
2019,5,25,5,17,키움,삼성,대구,대구,삼성,30,0,2,20
2019,5,25,5,17,SK,NC,창원,창원,NC,28,0,1,31
2019,5,25,5,17,LG,롯데,사직,부산,LG,26,0,3,42
2019,5,25,5,17,KT,KIA,광주,광주,KIA,26,0,2,38
2019,5,25,5,17,한화,두산,잠실,서울,두산,27,0,2,26
2019,5,24,4,19,SK,NC,창원,창원,SK,22,0,0,60
2019,5,24,4,18,키움,삼성,대구,대구,키움,33,0,2,26
2019,5,24,4,18,LG,롯데,사직,부산,롯데,21,0,5,68
2019,5,24,4,18,KT,KIA,광주,광주,KIA,27,0,2,39
2019,5,24,4,18,한화,두산,잠실,서울,한화,30,0,3,40
2019,5,23,3,18,SK,LG,잠실,서울,LG,28,0,2,19
2019,5,23,3,18,NC,키움,고척,서울,NC,28,0,2,19
2019,5,23,3,18,두산,KT,수원,수원,KT,26,0,2,30
2019,5,23,3,18,롯데,KIA,광주,광주,KIA,28,0,2,37
2019,5,23,3,18,한화,삼성,대구,대구,삼성,29,0,3,17
2019,5,22,2,18,SK,LG,잠실,서울,SK,23,0,2,30
2019,5,22,2,18,NC,키움,고척,서울,키움,23,0,2,30
2019,5,22,2,18,두산,KT,수원,수원,KT,23,0,3,35
2019,5,22,2,18,롯데,KIA,광주,광주,KIA,25,0,3,43
2019,5,22,2,18,한화,삼성,대구,대구,삼성,28,0,3,15
2019,5,21,1,18,SK,LG,잠실,서울,SK,21,0,4,33
2019,5,21,1,18,NC,키움,고척,서울,NC,21,0,4,33
2019,5,21,1,18,두산,KT,수원,수원,KT,20,0,3,47
2019,5,21,1,18,롯데,KIA,광주,광주,KIA,22,0,3,33
2019,5,21,1,18,한화,삼성,대구,대구,삼성,24,0,5,19
2019,5,19,6,14,롯데,키움,고척,서울,키움,21,0,1,91
2019,5,19,6,14,KIA,한화,대전,대전,KIA,22,0,3,81
2019,5,18,5,17,삼성,KT,수원,수원,KT,23,0,5,50
2019,5,18,5,17,두산,SK,문학,인천,두산,24,0,5,44
2019,5,18,5,17,NC,LG,잠실,서울,NC,25,0,2,43
2019,5,18,5,17,롯데,키움,고척,서울,키움,25,0,2,43
2019,5,18,5,17,KIA,한화,대전,대전,한화,19,0,2,86
2019,5,17,4,18,삼성,KT,수원,수원,삼성,23,0,1,56
2019,5,17,4,18,두산,SK,문학,인천,두산,22,0,1,52
2019,5,17,4,18,NC,LG,잠실,서울,NC,27,0,2,35
2019,5,17,4,18,롯데,키움,고척,서울,키움,27,0,2,35
2019,5,17,4,18,KIA,한화,대전,대전,KIA,26,0,1,43
2019,5,16,3,18,키움,한화,대전,대전,한화,28,0,1,41
